Name,Position,Footed,Birthdate,Birthdate,Nationality,Club,Non-Penalty Goals,Non-Penalty xG(npxG),Shots Total,Assists,Expected Assisted Goals(xAG),npxG + xAG,Shot-Creating Actions,Passes Attempted,Pass Completion %,Progessive Passes,Progessive Carries,Successful Take-Ons,Touches(Att Pen),Tackles,Interceptions,Blocks,Clearances,Aerials Won
Tom Watson,FW,N/A,April 8, 2006,England,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Adil Aouchiche,FW-MF,Right,July 15, 2002,France,Portsmouth,0.00,0.23,3.50,0.21,98  ,0.61,4.53,43.0,64.1%,4.94,3.09,5.15,11.5,1.65,0.31,0.82,0.62,0.51
Aaron Connolly,FW,Right,January 28, 2000,Republic,Millwall,0.28,0.17,1.81,0.00,38  ,0.31,1.11,14.0,67.3%,1.39,0.83,2.09,5.56,0.83,0.14,0.28,1.53,1.39
Jack Clarke,FW-MF(AM-left),Right,November 23, 2000,England,Ipswich Town,0.00,0.12,1.63,0.30,40  ,0.31,2.96,30.0,76.8%,2.52,2.37,2.66,4.29,2.96,0.59,0.59,1.48,0.59
Salis Abdul Samed,MF(CM-DM),Right,March 26, 2000,Ghana,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Milan Aleksić,FW,N/A,August 30, 2005,Serbia,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ian Poveda,FW-MF,Left,February 9, 2000,England,Sunderland,0.00,0.06,1.48,0.00,99  ,0.41,4.24,29.8,71.0%,2.58,5.90,4.06,8.11,1.11,0.37,0.74,0.18,0.00
Leo Fuhr Hjelde,DF,Left,August 26, 2003,Norway,Sunderland,0.00,0.01,0.42,0.00,3   ,0.04,1.41,56.6,73.0%,3.09,0.56,0.70,2.67,2.11,0.56,1.27,2.81,1.55
Nectarios Triantis,DF-MF,N/A,May 11, 2003,Australia,Hibernian,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Abdoullah Ba,MF,N/A,July 31, 2003,France,USL Dunkerque,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ben Crompton,DF,Right,December 17, 2003,England,Tamworth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pierre Ekwah Elimby,MF(DM),N/A,January 15, 2002,France,Saint-Étienne,0.00,0.01,0.42,0.00,21  ,0.05,1.26,53.5,88.2%,5.06,0.72,0.06,0.48,1.99,1.69,0.96,3.19,0.84
Zac Johnson,DF,N/A,July 30, 2004,England,Notts County,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Harrison Jones,MF,N/A,December 25, 2004,England,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ben Middlemas,MF,N/A,December 13, 2004,England,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Trey Ogunsuyi,FW,Right,December 26, 2006,England,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jenson Seelt,DF(CB),N/A,May 23, 2003,Netherlands,Sunderland,0.00,0.00,0.00,2218,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Timur Tuterov,FW,N/A,June 11, 2005,Ukraine,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Dominic Hyam,DF(CB),Right,December 20, 1995,Scotland,Blackburn Rovers,0.04,0.06,0.52,0.04,29  ,0.07,0.61,54.4,81.3%,1.48,0.20,1.22,0.20,1.09,0.72,1.04,5.91,3.39
Sondre Tronstad,MF(CM-DM),Right,August 26, 1995,Norway,Blackburn Rovers,0.00,0.02,0.40,0.00,28  ,0.06,1.77,44.6,86.7%,4.50,0.40,0.40,0.64,2.55,1.34,1.26,1.53,1.02
Danny Batth,DF(CB),Right,September 21, 1990,England,Blackburn Rovers,0.07,0.07,0.58,0.00,68  ,0.10,0.55,49.5,81.9%,1.35,0.07,1.24,0.18,0.88,0.88,1.02,6.68,4.53
Tyrhys Dolan,FW-MF(AM),Right,December 28, 2001,England,Blackburn Rovers,0.09,0.17,1.39,0.18,27  ,0.29,2.74,28.2,75.7%,3.01,2.63,2.74,5.46,1.50,0.68,0.71,0.77,0.35
Ryan Hedges,FW-MF(AM-WM),Left,July 8, 1995,Wales,Blackburn Rovers,0.08,0.13,1.22,0.08,17  ,0.24,2.41,34.1,70.4%,3.75,2.77,3.12,6.36,2.65,1.11,1.34,1.78,1.58
Lewis Travis,MF(CM-DM),Right,October 16, 1997,England,Blackburn Rovers,0.08,0.03,0.54,0.04,36  ,0.09,1.41,44.4,83.3%,4.96,1.03,0.50,1.12,2.81,1.12,1.20,1.61,0.58
Callum Brittain,DF-MF(DM-FB-WM-right),Right,March 12, 1998,England,Blackburn Rovers,0.03,0.04,0.67,0.14,78  ,0.17,2.39,53.9,76.0%,3.09,1.66,1.68,4.63,1.99,0.98,1.35,3.99,1.35
Owen Beck,DF(FB-left),N/A,August 9, 2002,Wales,Blackburn Rovers,0.05,0.05,0.39,0.00,28  ,0.13,1.89,44.7,72.3%,1.74,1.50,1.98,2.90,3.05,0.92,1.64,3.58,0.53
Todd Cantwell,FW-MF(AM),Right,February 27, 1998,England,Blackburn Rovers,0.00,0.10,1.32,0.16,83  ,0.36,4.10,47.2,76.5%,5.05,2.16,1.95,4.26,1.84,0.53,0.89,0.79,0.11
Yuki Ohashi,FW,N/A,July 27, 1996,Japan,Blackburn Rovers,0.31,0.23,1.97,0.00,1   ,0.26,1.42,17.9,64.4%,1.66,1.72,3.94,5.42,1.42,0.37,1.29,0.86,1.91
Makhtar Gueye,FW,Right,December 4, 1997,Senegal,Blackburn Rovers,0.30,0.29,2.63,0.36,58  ,0.39,1.97,21.1,49.6%,1.56,1.26,3.83,4.07,1.20,0.36,1.02,2.87,7.18
Andreas Weimann,FW-MF(AM-WM),Right,August 5, 1991,Austria,Blackburn Rovers,0.35,0.42,1.97,0.17,38  ,0.57,1.73,21.6,75.9%,3.01,0.98,3.35,3.53,0.58,0.23,0.69,1.33,0.98
Harry Pickering,DF-MF(FB-left),Left,December 29, 1998,England,Blackburn Rovers,0.00,0.02,0.26,0.09,71  ,0.14,1.58,50.3,73.7%,3.24,1.05,0.88,2.85,1.75,0.88,0.83,3.02,1.45
Hayden Carter,DF(CB-right),N/A,December 17, 1999,England,Blackburn Rovers,0.00,0.01,0.21,0.07,65  ,0.03,0.77,47.1,79.6%,2.16,0.56,0.63,1.60,1.39,0.97,1.25,3.76,2.58
Joe Rankin-Costello,DF-MF(FB-right),Right,July 26, 1999,England,Blackburn Rovers,0.11,0.14,2.00,0.23,90  ,0.30,2.11,33.2,66.3%,2.86,0.86,2.34,2.80,2.00,1.37,1.14,2.91,1.43
John Buckley,MF,Right,October 13, 1999,England,Blackburn Rovers,0.00,0.02,0.68,0.08,39  ,0.08,1.88,63.4,78.3%,5.86,0.75,0.15,0.90,3.01,1.50,2.03,1.95,0.75
Lewis Baker,MF(CM-DM),Right,April 25, 1995,England,Stoke City,0.17,0.11,1.77,0.00,82  ,0.23,2.60,39.2,76.7%,3.10,1.27,1.72,2.00,1.16,0.78,1.00,1.27,0.67
Amario Duberry,FW,N/A,May 29, 2005,England,Blackburn Rovers,0.14,0.12,1.88,0.00,1   ,0.14,2.60,29.1,80.2%,3.32,4.18,2.74,4.62,1.30,0.14,0.72,2.02,0.14
Adam Forshaw,MF(DM),Right,October 8, 1991,England,Blackburn Rovers,0.00,0.03,0.76,0.07,17  ,0.06,1.99,49.7,83.0%,4.46,0.62,0.48,1.58,2.47,0.82,0.82,1.17,0.48
Dion Sanderson,DF(CB),N/A,December 15, 1999,England,Blackburn Rovers,0.00,0.00,0.09,0.00,3   ,0.01,0.34,32.8,82.2%,1.46,0.09,0.09,0.09,0.86,1.12,1.38,4.04,1.63
Harry Leonard,FW,N/A,September 12, 2003,England,Blackburn Rovers,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sammie Szmodics,FW-MF(AM),Right,September 24, 1995,Republic,Ipswich Town,0.37,0.31,1.93,0.00,1   ,0.33,0.83,17.7,74.1%,1.66,1.47,3.04,4.23,1.29,0.55,0.92,1.29,0.55
Augustus Kargbo,FW-MF,Right,August 24, 1999,Sierra,Blackburn Rovers,0.28,0.22,2.22,0.18,77  ,0.34,2.68,21.3,65.4%,2.03,3.97,6.38,8.96,0.55,0.00,0.65,0.28,0.74
Leonard Duru,DF,N/A,January 12, 2005,England,Barrow,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kyle McFadzean,DF(CB),Right,February 20, 1987,Scotland,Chesterfield,0.00,0.02,0.49,0.00,34  ,0.04,0.86,55.4,82.2%,1.85,0.12,1.73,0.12,0.62,1.60,1.36,3.70,2.72
Igor Tyjon,FW,N/A,March 20, 2008,England,Blackburn Rovers,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Emmanuel Dennis,FW-MF,Right,November 15, 1997,Nigeria,Blackburn Rovers,0.35,0.22,1.77,0.00,1   ,0.27,3.31,23.4,79.3%,2.72,2.37,6.27,6.86,1.77,0.83,1.30,0.24,2.13
James Edmondson,MF,N/A,November 1, 2005,England,Blackburn Rovers,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Harley O'Grady-Macken,MF,N/A,December 9, 2004,England,Blackburn Rovers,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Frank Vare,MF,N/A,September 12, 2007,England,Blackburn Rovers,0.00,0.00,0.00,0.00,0.00,0.00,0.00,290.,0.00,0.00,0.00,0.00,0000,0.00,0.00,0.00,0.00,0.00
Torbjørn Heggem,DF,N/A,January 12, 1999,Norway,West Bromwich Albion,0.03,0.06,0.73,0.06,82  ,0.10,0.76,56.6,86.7%,2.37,0.69,1.61,1.26,1.58,0.85,1.20,5.21,2.81
Darnell Furlong,DF-MF(FB-right),Right,October 31, 1995,England,West Bromwich Albion,0.07,0.08,1.00,0.07,60  ,0.18,2.36,53.9,74.5%,4.85,1.66,1.55,3.19,0.92,0.81,0.94,3.58,2.82
Alex Mowatt,MF(CM-DM-left),Left,February 13, 1995,England,West Bromwich Albion,0.13,0.04,0.85,0.10,73  ,0.15,2.68,73.1,87.1%,7.14,1.52,0.80,1.26,1.55,0.75,1.19,1.24,0.80
Tom Fellows,FW-MF,Right,July 25, 2003,England,West Bromwich Albion,0.12,0.12,1.27,0.39,73  ,0.35,2.84,26.1,78.1%,1.30,4.96,3.99,10.4,0.97,0.30,0.60,0.79,0.15
Josh Maja,FW,Right,December 27, 1998,Nigeria,West Bromwich Albion,0.52,0.43,2.08,0.09,70  ,0.55,2.16,20.4,75.4%,1.95,0.69,3.29,3.59,0.56,0.48,0.43,0.48,1.00
Karlan Grant,FW-MF(AM),Right,September 18, 1997,England,West Bromwich Albion,0.24,0.19,2.48,0.06,44  ,0.34,2.69,30.0,72.4%,1.82,3.97,4.36,6.90,1.01,0.75,0.66,0.57,0.69
Jayson Molumby,MF(CM-DM),Right,August 6, 1999,Republic,West Bromwich Albion,0.18,0.13,1.06,0.05,16  ,0.17,2.25,51.8,87.2%,6.06,1.88,1.88,2.48,1.70,0.60,1.01,1.79,1.19
Kyle Bartley,DF(CB),Right,May 22, 1991,England,West Bromwich Albion,0.07,0.10,0.95,0.00,68  ,0.13,0.77,60.2,87.8%,2.52,0.26,1.64,0.18,0.77,0.91,1.13,4.86,3.43
Callum Styles,DF-FW-MF(DM-left),Left,March 28, 2000,Hungary,West Bromwich Albion,0.04,0.05,0.83,0.04,16  ,0.09,1.88,52.1,79.8%,4.01,1.99,1.20,3.19,2.21,1.09,1.16,2.44,0.83
Michael Johnston,FW-MF(AM-left),Right,April 19, 1999,Republic,West Bromwich Albion,0.29,0.20,2.32,0.22,48  ,0.35,4.79,42.2,77.6%,4.53,5.82,3.72,7.22,0.96,0.37,0.55,0.55,0.26
Mason Holgate,DF(CB),Right,October 22, 1996,England,West Bromwich Albion,0.06,0.06,0.44,0.06,91  ,0.12,0.93,55.7,87.2%,1.74,0.06,0.81,0.19,1.25,1.12,1.31,5.42,2.30
John Swift,FW-MF(AM),Right,June 23, 1995,England,West Bromwich Albion,0.05,0.13,1.95,0.00,28  ,0.26,4.36,72.3,84.2%,7.01,1.90,1.95,3.96,1.55,0.45,0.55,0.85,0.80
Semi Ajayi,DF-MF(CB-right),Right,November 9, 1993,Nigeria,West Bromwich Albion,0.00,0.03,0.21,0.00,3   ,0.03,0.62,62.5,84.0%,3.64,1.03,0.55,0.07,0.89,0.83,0.48,3.30,2.41
Grady Diangana,FW-MF(AM),Left,April 19, 1998,Congo,West Bromwich Albion,0.27,0.20,1.47,0.27,33  ,0.34,2.86,33.6,81.1%,4.78,2.19,2.64,5.90,1.83,0.45,1.21,0.36,1.03
Uroš Račić,MF(CM),Right,March 17, 1998,Serbia,Braga,0.00,0.16,2.06,0.20,80  ,0.28,2.26,44.3,81.4%,3.73,0.69,2.16,2.65,2.46,0.98,0.79,2.06,1.38
Jed Wallace,FW-MF(AM-WM-right),Right,March 26, 1994,England,West Bromwich Albion,0.23,0.19,1.71,0.11,40  ,0.34,2.45,25.9,70.5%,1.99,1.99,2.39,6.10,1.14,0.17,0.74,0.74,0.40
Ousmane Diakité,MF,N/A,July 25, 2000,Mali,West Bromwich Albion,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Adam Armstrong,FW-MF(AM),Right,February 10, 1997,England,West Bromwich Albion,0.36,0.49,4.22,0.14,17  ,0.59,2.79,32.1,78.0%,2.36,2.86,7.37,11.3,0.50,0.14,1.07,0.43,0.86
Lewis Dobbin,FW-MF,Right,January 3, 2003,England,Norwich City,0.10,0.10,1.54,0.00,1   ,0.14,2.16,27.4,78.3%,2.16,2.88,3.29,7.71,1.13,0.21,1.13,0.51,0.82
Gianluca Frabotta,DF,Left,June 24, 1999,Italy,West Bromwich Albion,0.22,0.10,1.00,0.00,84  ,0.24,2.55,51.7,68.9%,3.66,1.78,1.66,4.99,1.78,1.33,1.78,3.44,1.33
Will Lankshear,FW,N/A,April 20, 2005,England,West Bromwich Albion,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Oliver Bostock,FW,N/A,February 20, 2007,Wales,West Bromwich Albion,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Muhamed Diomande,MF,N/A,February 16, 2006,England,West Bromwich Albion,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Reece Hall,DF,N/A,September 25, 2003,England,West Bromwich Albion,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Fenton Heard,MF,N/A,October 1, 2004,England,Rushall Olympic FC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Deago Nelson,DF,N/A,December 5, 2005,England,West Bromwich Albion,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Harry Whitwell,MF,N/A,November 16, 2005,England,West Bromwich Albion,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jason Knight,FW-MF(AM-CM-DM),Right,February 13, 2001,Republic,Bristol City,0.07,0.09,1.12,0.11,59  ,0.18,2.68,50.8,79.2%,5.90,1.70,1.48,1.92,1.72,1.01,0.67,1.54,1.70
Zak Vyner,DF-MF(CB-FB-right),Right,May 14, 1997,Kenya,Bristol City,0.00,0.04,0.31,0.00,32  ,0.05,0.90,61.9,77.3%,3.85,0.33,0.50,0.40,1.58,1.23,1.27,4.04,1.65
Max Bird,MF(CM-DM),Left,September 18, 2000,England,Bristol City,0.04,0.08,1.18,0.22,96  ,0.33,3.47,43.4,74.4%,5.87,1.26,1.48,2.40,2.33,1.03,1.44,0.63,0.78
Luke McNally,DF(CB),N/A,September 20, 1999,Republic,Bristol City,0.11,0.10,1.00,0.03,62  ,0.13,0.67,43.7,78.8%,2.29,0.45,1.59,0.20,1.65,1.09,1.28,6.17,3.79
Anis Mehmeti,FW-MF(AM),Right,January 9, 2001,Albania,Bristol City,0.42,0.30,2.77,0.03,24  ,0.42,2.77,24.9,68.8%,2.73,3.86,5.50,7.07,1.58,0.23,0.93,0.51,0.48
Robert Dickie,DF(CB),Right,March 3, 1996,England,Bristol City,0.06,0.08,0.66,0.00,25  ,0.09,0.60,59.7,84.4%,2.71,0.22,0.95,0.00,1.14,1.14,0.98,5.62,4.48
Scott Twine,FW-MF(AM),Right,July 14, 1999,England,Bristol City,0.25,0.28,3.14,0.12,69  ,0.49,4.26,33.8,72.4%,3.80,1.20,3.06,4.01,1.65,0.74,0.91,0.45,0.25
Cameron Pring,DF-MF(FB-left),Left,January 22, 1998,England,Bristol City,0.00,0.02,0.27,0.04,27  ,0.08,2.05,52.7,68.9%,3.32,2.40,1.58,4.79,2.13,1.04,1.31,3.28,2.67
Nahki Wells,FW,Both,June 1, 1990,Bermuda,Bristol City,0.38,0.41,2.40,0.14,60  ,0.51,2.16,22.1,67.4%,2.16,1.41,5.13,7.76,1.22,0.56,1.03,0.19,1.27
George Tanner,DF-MF(FB-right),Right,November 16, 1999,England,Bristol City,0.04,0.01,0.30,0.00,15  ,0.06,0.91,54.4,77.8%,3.46,0.86,0.43,1.60,2.33,1.08,1.21,3.59,1.34
Yu Hirakawa,MF,N/A,January 4, 2001,Japan,Bristol City,0.14,0.13,1.56,0.07,15  ,0.24,3.32,29.7,75.8%,2.90,3.25,3.61,9.05,1.41,0.35,0.92,1.20,0.28
Mark Sykes,DF-FW-MF,Right,August 4, 1997,Republic,Bristol City,0.05,0.10,1.36,0.24,50  ,0.26,2.04,35.0,68.1%,2.53,2.63,3.45,6.76,1.31,0.68,1.36,1.75,1.36
Joe Williams,MF(CM-DM),Right,December 8, 1996,England,Bristol City,0.00,0.03,0.69,0.20,74  ,0.14,3.30,61.2,79.8%,5.71,0.79,0.34,1.63,1.97,1.03,1.28,1.43,1.03
Sinclair Armstrong,FW,N/A,June 22, 2003,Republic,Bristol City,0.29,0.31,2.43,0.00,35  ,0.38,1.64,13.6,75.4%,1.29,2.57,4.58,7.51,0.14,0.21,0.07,0.07,1.00
Haydon Roberts,DF,Left,May 10, 2002,England,Bristol City,0.05,0.01,0.27,0.05,20  ,0.07,2.15,59.8,74.9%,4.71,1.60,1.05,2.93,1.19,0.82,0.78,2.42,2.01
Marcus McGuane,MF(CM-DM),Right,February 2, 1999,England,Bristol City,0.00,0.02,0.48,0.00,1   ,0.02,0.96,40.3,86.6%,3.48,1.44,0.36,1.20,2.40,0.36,1.44,0.72,0.48
George Earthy,MF,N/A,September 5, 2004,England,Bristol City,0.00,0.08,0.72,0.00,1   ,0.11,1.69,37.7,81.2%,3.02,2.90,3.38,6.88,1.33,0.72,1.33,1.21,0.24
Fally Mayulu,FW,N/A,July 15, 2002,France,Sturm Graz,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sam Bell,FW-MF,Right,May 23, 2002,England,Bristol City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Harry Cornick,FW-MF(WM-right),Right,April 9, 1995,England,Bristol City,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Robert Atkinson,DF(CB-left),N/A,July 13, 1998,England,Portsmouth,0.00,0.00,0.17,0.00,3   ,0.02,1.03,41.2,70.5%,3.25,0.51,0.17,0.00,0.51,0.68,1.20,8.38,6.33
Taylor Gardner-Hickman,DF-MF,Right,December 30, 2001,England,Birmingham City,0.00,0.04,0.73,0.18,90  ,0.18,4.22,45.4,78.6%,3.30,0.73,0.37,2.57,2.38,0.92,0.73,1.10,0.55
Yan Valery,DF-MF(FB-right),Right,February 22, 1999,Tunisia,Sheffield Wednesday,0.07,0.03,0.43,0.14,79  ,0.15,1.30,36.5,72.8%,2.63,1.62,1.30,3.85,1.55,1.51,0.90,2.99,2.30
Barry Bannan,MF(AM-CM-DM-left),Left,December 1, 1989,Scotland,Sheffield Wednesday,0.10,0.07,1.25,0.13,84  ,0.20,3.26,55.5,75.3%,7.25,0.85,0.68,1.38,1.76,0.80,1.30,1.61,0.53
Shea Charles,DF-MF(CM),Right,November 5, 2003,Northern,Sheffield Wednesday,0.03,0.05,0.66,0.17,78  ,0.17,3.04,47.9,78.6%,5.52,1.55,0.73,1.75,3.01,1.35,1.29,1.45,1.35
Di'Shon Bernard,DF(CB),N/A,October 14, 2000,Jamaica,Sheffield Wednesday,0.06,0.07,0.63,0.00,57  ,0.09,0.63,45.7,85.8%,2.05,0.19,0.92,0.25,1.20,1.17,1.55,4.49,3.03
Josh Windass,FW-MF(AM),Right,January 9, 1994,England,Sheffield Wednesday,0.43,0.38,2.98,0.11,14  ,0.49,2.87,33.3,72.8%,3.76,1.84,3.26,5.10,1.10,0.46,0.74,0.74,0.74
Max Lowe,DF-MF(FB-left),Left,May 11, 1997,England,Sheffield Wednesday,0.00,0.00,0.08,0.00,72  ,0.03,0.84,48.5,79.1%,3.09,0.52,0.16,1.12,2.73,1.48,1.36,4.93,1.48
Djeidi Gassama,MF,N/A,September 10, 2003,France,Sheffield Wednesday,0.22,0.18,2.21,0.07,10  ,0.27,3.30,21.7,71.4%,2.29,3.41,3.63,5.02,1.65,0.56,0.75,0.41,0.37
Marvin Johnson,DF-FW-MF(DM-WM-left),Left,December 1, 1990,England,Sheffield Wednesday,0.03,0.05,1.17,0.09,84  ,0.20,2.46,45.8,64.4%,3.43,2.01,1.68,3.82,1.68,1.11,1.02,2.40,1.08
Ike Ugbo,FW,Right,September 21, 1998,Canada,Sheffield Wednesday,0.21,0.29,1.81,0.04,51  ,0.39,1.97,14.0,77.2%,1.55,0.46,3.19,3.78,0.76,0.29,0.76,0.63,1.51
Dominic Iorfa,DF(CB-FB-right),Right,June 24, 1995,England,Sheffield Wednesday,0.05,0.05,0.56,0.05,87  ,0.09,0.81,37.2,77.3%,1.82,0.61,1.47,0.71,2.33,0.71,0.76,4.66,4.51
Jamal Lowe,FW-MF(AM),Right,July 21, 1994,Jamaica,Sheffield Wednesday,0.41,0.32,2.34,0.21,51  ,0.42,2.13,19.7,71.1%,1.93,2.27,5.23,6.33,1.17,0.55,0.76,1.17,0.89
Michael Smith,FW,Right,October 17, 1991,England,Sheffield Wednesday,0.44,0.35,2.64,0.22,88  ,0.52,2.64,24.2,58.4%,1.21,0.39,4.84,4.57,0.94,0.28,0.88,2.20,5.56
Anthony Musaba,FW-MF,Both,December 6, 2000,Netherlands,Sheffield Wednesday,0.23,0.25,1.54,0.36,68  ,0.46,2.31,19.3,70.7%,1.31,3.35,4.16,5.97,0.90,0.36,1.00,0.23,0.27
Svante Ingelsson,FW-MF,Right,June 14, 1998,Sweden,Sheffield Wednesday,0.09,0.14,1.52,0.18,87  ,0.29,2.77,31.1,64.8%,1.97,1.88,2.95,5.27,2.32,0.80,1.07,1.16,0.80
Michael Ihiekwe,DF(CB),Right,November 20, 1992,England,Sheffield Wednesday,0.05,0.07,0.68,0.05,15  ,0.07,0.37,38.7,78.9%,0.94,0.05,1.68,0.26,0.31,1.05,1.57,5.29,4.09
Pol Valentín,DF-MF(FB-right),Right,February 21, 1997,Spain,Sheffield Wednesday,0.05,0.07,0.76,0.00,55  ,0.16,1.94,29.3,63.7%,2.60,3.55,2.23,5.63,1.85,0.99,1.37,2.23,0.80
Akin Famewo,DF(CB-left),Right,November 9, 1998,England,Sheffield Wednesday,0.00,0.03,0.20,0.07,20  ,0.03,0.53,41.4,75.4%,1.91,0.33,0.59,0.13,1.71,1.97,1.05,3.22,2.50
Liam Palmer,DF-MF(FB-WM-right),Right,September 19, 1991,Scotland,Sheffield Wednesday,0.11,0.07,0.60,0.05,84  ,0.11,1.58,39.5,75.0%,3.26,0.76,1.09,1.47,1.74,0.98,0.98,2.23,0.60
Olaf Kobacki,MF,N/A,July 10, 2001,Poland,Sheffield Wednesday,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Callum Paterson,DF-FW-MF(FB),Right,October 13, 1994,Scotland,Sheffield Wednesday,0.59,0.57,3.12,0.20,80  ,0.70,2.73,22.6,44.0%,1.17,0.78,5.66,4.88,1.56,1.17,0.98,3.32,6.83
Nathaniel Chalobah,DF-MF(CM),Right,December 12, 1994,England,Sheffield Wednesday,0.00,0.06,0.77,0.00,21  ,0.10,1.72,54.1,82.7%,4.60,0.77,1.53,0.96,1.91,2.11,0.77,2.49,0.96
Stuart Armstrong,MF(AM-CM-WM),Right,March 30, 1992,Scotland,Sheffield Wednesday,0.26,0.21,1.66,0.26,95  ,0.43,5.32,61.6,76.4%,9.77,3.31,3.75,8.02,1.48,0.26,0.61,0.96,0.35
Charlie McNeill,FW,N/A,September 9, 2003,England,Sheffield Wednesday,0.00,0.00,0.00,2318,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ibrahim Cissoko,FW,N/A,March 26, 2003,Netherlands,Sheffield Wednesday,0.40,0.20,2.55,0.13,17  ,0.31,4.02,28.0,70.8%,2.68,5.23,5.77,9.93,2.01,0.54,1.07,0.54,0.40
Bambo Diaby,DF(CB),N/A,December 17, 1997,Senegal,Elche,0.00,0.04,0.59,0.20,93  ,0.10,0.78,32.6,82.6%,1.17,0.20,0.78,0.00,2.34,1.37,1.76,3.90,1.95
Sean Fusire,MF,N/A,May 31, 2005,England,Carlisle United,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
