Name,Position,Footed,Birthdate,Birthdate,Nationality,Club,Non-Penalty Goals,Non-Penalty xG(npxG),Shots Total,Assists,Expected Assisted Goals(xAG),npxG + xAG,Shot-Creating Actions,Passes Attempted,Pass Completion %,Progessive Passes,Progessive Carries,Successful Take-Ons,Touches(Att Pen),Tackles,Interceptions,Blocks,Clearances,Aerials Won
Florentino Luís,MF(CM-DM),Right,August 19, 1999,Portugal,Benfica,0.00,0.00,0.09,0.00,3   ,0.02,1.13,45.3,87.9%,2.44,0.09,0.52,0.44,3.92,2.61,2.09,2.00,0.96
António Silva,DF(CB-right),N/A,October 30, 2003,Portugal,Benfica,0.00,0.07,0.35,0.00,2   ,0.07,0.61,49.4,88.8%,2.63,0.88,0.61,0.18,1.23,0.61,1.49,6.67,1.40
Leandro Barreiro Martins,MF(CM-DM),Right,January 3, 2000,Luxembourg,Benfica,0.16,0.21,1.53,0.08,26  ,0.26,1.85,32.0,74.6%,3.23,0.89,2.26,1.94,2.82,1.29,1.45,2.18,1.29
Jan-Niklas Beste,DF-MF(AM-FB-left),Left,January 4, 1999,Germany,Freiburg,0.16,0.07,1.67,0.32,60  ,0.29,3.98,35.4,57.3%,1.67,3.11,2.31,6.37,3.27,0.32,1.19,1.19,0.32
Gianluca Prestianni,FW,N/A,January 31, 2006,Argentina,Benfica,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Zeki Amdouni,FW-MF,N/A,December 4, 2000,Switzerland,Benfica,0.19,0.41,4.32,0.00,33  ,0.51,2.82,23.4,75.2%,1.69,2.82,5.82,4.70,1.32,0.56,1.13,0.75,2.63
Andreas Schjelderup,FW-MF,N/A,June 1, 2004,Norway,Benfica,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
João Mário,FW-MF(AM-CM),Right,January 19, 1993,Portugal,Beşiktaş,0.00,0.13,1.51,0.00,16  ,0.26,3.95,63.8,85.3%,6.03,2.64,1.32,3.01,1.32,0.94,1.32,0.75,0.75
Manuel Manu,MF,N/A,June 12, 2001,Portugal,Benfica,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Benjamín Rollheiser,FW-MF,N/A,March 24, 2000,Argentina,Benfica,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Morato,DF,Left,June 30, 2001,Brazil,Nottingham Forest,0.00,0.02,0.16,0.00,2   ,0.02,0.31,31.0,72.0%,1.87,0.00,0.16,0.31,2.33,1.09,1.24,9.02,0.62
Tiago Gouveia,MF,N/A,June 18, 2001,Portugal,Benfica,0.00,0.00,0.00,2422,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Marcos Leonardo,FW,Right,May 2, 2003,Brazil,Al-Hilal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Bruma,FW-MF(AM-WM-left),Right,October 24, 1994,Portugal,Benfica,0.34,0.40,2.68,0.50,99  ,0.84,5.36,37.7,77.3%,4.86,3.52,5.36,11.0,1.01,0.00,0.84,0.17,0.17
Andrea Belotti,FW,Right,December 20, 1993,Italy,Benfica,0.27,0.37,3.14,0.00,8   ,0.42,2.40,18.1,72.4%,1.27,0.93,4.41,5.34,0.93,0.20,0.73,0.73,3.14
Issa Kaboré,DF-MF(FB-right),Right,May 12, 2001,Burkina,Werder Bremen,0.00,0.04,0.29,0.10,55  ,0.14,1.91,43.7,71.6%,2.77,3.82,1.62,6.11,2.67,0.48,1.62,3.25,1.15
Samuel Dahl,DF,Left,March 4, 2000,Sweden,Benfica,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Martim Neto,MF,N/A,January 14, 2003,Portugal,Rio Ave,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Galeno,FW-MF(AM-WM-left),Right,October 22, 1997,Brazil,Al-Ahli,0.11,0.16,2.49,0.11,1   ,0.24,3.17,34.0,73.8%,2.37,4.07,5.09,6.56,1.81,1.13,0.45,2.15,0.79
Nicolás González,MF,Right,January 3, 2002,Spain,Manchester City,0.12,0.08,1.45,0.24,55  ,0.17,2.79,43.6,83.3%,4.85,0.73,2.66,1.70,1.82,0.48,0.73,1.70,2.79
Nehuén Pérez,DF(CB),Right,June 24, 2000,Argentina,Porto,0.00,0.04,0.41,0.00,11  ,0.04,1.05,50.7,84.3%,3.87,0.59,0.64,0.36,1.32,1.32,1.77,3.73,2.23
Samu Omorodion,FW,N/A,May 5, 2004,Spain,Porto,0.33,0.35,2.46,0.00,21  ,0.42,1.80,17.8,69.0%,1.40,1.13,4.73,4.86,0.20,0.07,0.33,0.67,3.13
Pepê,FW-MF(AM),Right,February 24, 1997,Brazil,Porto,0.12,0.17,1.22,0.24,49  ,0.37,2.56,29.3,76.3%,3.66,1.71,3.30,4.76,1.83,0.37,0.12,0.12,0.85
Alan Varela,MF(CM-DM),Right,July 4, 2001,Argentina,Porto,0.00,0.02,0.43,0.00,30  ,0.08,2.49,49.2,85.5%,3.89,0.86,0.54,0.65,1.84,1.94,1.30,1.62,0.43
Otavio Ataide,DF(CB),Left,April 21, 2002,Brazil,Porto,0.00,0.02,0.16,0.16,43  ,0.02,0.49,59.6,80.7%,2.92,0.49,1.30,0.32,1.62,0.97,1.79,4.71,1.30
Stephen Eustáquio,MF(CM-DM),Right,December 21, 1996,Canada,Porto,0.15,0.05,0.30,0.15,35  ,0.11,2.85,56.6,89.7%,5.41,0.45,1.50,2.70,2.25,1.05,2.25,2.25,0.30
Moura,DF-MF(FB-left),Left,August 16, 1999,Portugal,Porto,0.13,0.08,0.80,0.13,71  ,0.23,1.60,52.1,71.9%,3.59,2.93,3.20,5.86,1.20,0.40,0.93,2.93,1.60
Martim Fernandes,DF,N/A,January 18, 2006,Portugal,Porto,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0241,0.00,0.00
Fabio Vieira,MF,Left,May 30, 2000,Portugal,Porto,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
João Mário Lopes,DF(FB-right),Right,January 3, 2000,Portugal,Porto,0.00,0.03,0.54,0.27,57  ,0.13,1.35,49.9,77.4%,4.04,3.50,2.83,5.65,2.69,0.54,1.08,2.15,0.94
Zé Pedro Figueiredo,DF,N/A,June 6, 1997,Portugal,Porto,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0242,0.00,0.00
Tiago Djaló,DF(CB),Right,April 9, 2000,Portugal,Porto,0.20,0.04,0.78,0.00,2   ,0.04,0.59,55.2,92.9%,2.34,0.98,1.37,0.20,1.56,0.59,1.17,4.10,0.59
Ivan Jaime Pajuelo,MF,Right,September 26, 2000,Spain,Valencia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
André Franco,MF,N/A,April 12, 1998,Portugal,Porto,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0222,0.00,0.00
Deniz Gül,FW,N/A,July 2, 2004,Sweden,Porto,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Wendell,DF(FB-left),Left,July 20, 1993,Brazil,Porto,0.00,0.00,0.00,1622,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
William Gomes,FW,N/A,March 15, 2006,Brazil,Porto,0.55,0.24,3.27,0.18,8   ,0.31,3.45,24.9,74.5%,2.55,4.55,5.27,11.4,1.82,0.55,1.64,0.00,0.55
Evanilson,FW,Both,October 6, 1999,Brazil,Bournemouth,0.29,0.36,2.80,0.00,14  ,0.43,2.69,13.3,70.6%,0.88,1.23,5.14,3.80,0.70,0.00,0.53,0.76,1.69
Toni Martínez,FW,Right,June 30, 1997,Spain,Alavés,0.41,0.25,4.25,0.00,16  ,0.32,2.74,19.8,55.9%,1.10,1.10,6.71,4.38,0.68,0.00,0.96,1.51,6.58
David Carmo,DF(CB),Left,July 19, 1999,Angola,Olympiacos,0.00,0.02,0.50,0.00,73  ,0.05,1.00,44.5,79.5%,4.66,0.33,1.33,0.00,1.16,1.66,0.67,4.66,2.83
Domingos,MF,N/A,May 7, 2003,Angola,Porto,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tomás Pérez,MF,N/A,August 26, 2005,Argentina,Porto,0.00,0.00,0.00,2518,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ricardo Horta,FW-MF(AM-WM),Right,September 15, 1994,Portugal,Braga,0.13,0.32,1.87,0.13,9   ,0.41,3.34,37.7,81.6%,4.94,1.34,4.14,4.81,1.87,0.40,1.20,0.53,0.13
Sikou Niakaté,DF(CB-left),Right,July 10, 1999,Mali,Braga,0.14,0.14,0.70,0.00,64  ,0.15,1.11,59.3,82.6%,4.04,0.70,0.98,0.28,0.98,1.67,1.25,4.18,3.34
Roger Fernandes,MF,N/A,November 21, 2005,Guinea-Bissau,Braga,0.27,0.09,1.86,0.00,31  ,0.16,3.46,46.6,73.1%,3.73,3.86,2.53,11.0,2.80,1.07,1.60,1.60,1.20
Bruma,FW-MF(AM-WM-left),Right,October 24, 1994,Portugal,Benfica,0.34,0.40,2.68,0.50,99  ,0.84,5.36,37.7,77.3%,4.86,3.52,5.36,11.0,1.01,0.00,0.84,0.17,0.17
João Ferreira,DF,N/A,March 22, 2001,Portugal,Braga,0.00,0.03,0.49,0.00,97  ,0.11,1.46,56.7,79.3%,4.05,1.05,0.89,1.62,2.35,1.54,1.38,4.37,1.30
Bright Arrey-Mbi,DF,Left,March 26, 2003,Germany,Braga,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Gabri Martínez,MF,N/A,January 22, 2003,Spain,Braga,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Amine El Ouazzani,FW,Right,July 15, 2001,Morocco,Braga,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Victor Gomez,DF(FB-right),Right,April 1, 2000,Spain,Braga,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Paulo Oliveira,DF(CB-right),Right,January 8, 1992,Portugal,Braga,0.00,0.00,0.16,0.00,2   ,0.00,0.33,54.8,80.1%,2.77,0.33,0.49,0.33,0.98,1.30,1.46,5.37,1.95
Rodrigo Zalazar,MF,Right,August 12, 1999,Uruguay,Braga,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 04 ,0.00,0.00,0.00,0.00
João Moutinho,MF(CM-DM),Right,September 8, 1986,Portugal,Braga,0.00,0.00,0.15,0.00,45  ,0.07,2.38,61.6,86.0%,7.28,1.34,0.30,0.89,2.52,1.78,1.04,2.52,0.89
Roberto Férnandez,FW,N/A,July 3, 2002,Spain,Espanyol,0.16,0.34,2.44,0.16,37  ,0.44,2.28,17.7,65.1%,0.98,1.79,3.91,4.23,0.33,0.16,0.49,0.49,2.12
Ismaël Gharbi,MF,Right,April 10, 2004,Spain,Braga,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Joe Mendes,DF(FB-right),Right,December 31, 2002,Sweden,FC Basel,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
João Marques,FW,N/A,February 13, 2002,Portugal,Gil Vicente,0.00,0.00,0.00,2522,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Uroš Račić,MF(CM),Right,March 17, 1998,Serbia,Braga,0.00,0.16,2.06,0.20,80  ,0.28,2.26,44.3,81.4%,3.73,0.69,2.16,2.65,2.46,0.98,0.79,2.06,1.38
Thiago Helguera,MF,Right,March 26, 2006,Uruguay,Braga,0.00,0.00,0.00,2518,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Gabriel Vieira,FW,Right,March 22, 2002,Brazil,Santa Clara,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Adriano,MF(DM),N/A,November 4, 1999,Brazil,Santa Clara,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Vinícius,FW-MF,N/A,May 7, 1999,Brazil,Santa Clara,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Luís Carlos Rocha Rodrigues,DF(CB),Right,August 13, 1986,Portugal,Santa Clara,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0172,0.00,0.00
Diogo Calila,DF-MF,Right,October 10, 1998,Portugal,Santa Clara,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pedro Ferreira,MF,N/A,January 5, 1998,Portugal,Santa Clara,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Gustavo Klismahn,MF,Left,November 23, 1999,Brazil,Santa Clara,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lucas Soares,MF,N/A,May 4, 1998,Brazil,Santa Clara,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Matheus Pereira,DF(FB-left),N/A,December 21, 2000,Brazil,Santa Clara,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Guilherme Ramos,DF,Right,August 11, 1997,Portugal,Santa Clara,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Matheusinho,MF(AM),Right,February 11, 1998,Brazil,Santa Clara,0.28,0.23,1.99,0.17,82  ,0.35,4.49,37.4,74.2%,5.00,1.19,2.50,6.47,1.08,0.57,0.91,0.68,0.17
Habraão,DF,N/A,June 26, 2001,Brazil,Santa Clara,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,192.,0.00,0.00,0.00,0.00,0.00
Paulo Henrique Rodrigues Cabral,DF,N/A,October 23, 1996,Portugal,Radomiak Radom,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rodrigo Varanda,FW,Right,January 11, 2003,Brazil,São José Esporte Clube,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nuno Gonçalo Moreira,FW-MF,N/A,June 16, 1999,Portugal,Casa Pia AC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Larra,DF-MF(WM-right),Right,December 17, 1997,Spain,Casa Pia AC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Andrian Kraev,MF,Right,February 14, 1999,Bulgaria,Casa Pia AC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Telasco Segovia,MF,N/A,April 2, 2003,Venezuela,Inter Miami,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
André Geraldes,DF(FB-right),Both,May 2, 1991,Portugal,Casa Pia AC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0253,0.00,0.00
Rafael Brito,MF,N/A,January 19, 2002,Portugal,Casa Pia AC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Beni,MF,N/A,May 21, 2002,Angola,Vitória Guimarães,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Miguel Sousa,MF,N/A,September 19, 1998,Portugal,Casa Pia AC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0222,0.00,0.00
Samuel Obeng,FW,N/A,May 15, 1997,Ghana,Wydad Casablanca,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Raúl Blanco,MF,N/A,July 31, 2001,Spain,Racing Ferrol,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pablo Roberto,MF,N/A,November 14, 1999,Brazil,Casa Pia AC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cauê,FW,Right,November 16, 2002,Brazil,Casa Pia AC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Korede Osundina,MF,N/A,February 13, 2004,United,Casa Pia AC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Wagner Pina,MF,N/A,November 3, 2002,Cape,Estoril,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0242,0.00,0.00
Kévin Boma,DF,Right,November 20, 2002,Togo,Estoril,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Vinícius Zanocelo,MF,Right,January 30, 2001,Brazil,Estoril,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pedro Amaral,DF(FB-left),Left,August 25, 1997,Portugal,Estoril,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Fabrício Garcia,FW,N/A,May 4, 2001,Cape,Estoril,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0242,0.00,0.00
Alejandro Marqués,FW,Right,August 4, 2000,Venezuela,Estoril,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Felix Bacher,DF(CB),Right,October 25, 2000,Austria,Estoril,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jandro Orellana,MF,N/A,August 7, 2000,Spain,Estoril,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Michel Costa,MF,N/A,December 20, 2001,Brazil,Marítimo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Gonçalo Costa,DF,N/A,February 18, 2000,Portugal,Estoril,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0242,0.00,0.00
Sala,FW,N/A,May 10, 2003,Spain,Estoril,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Bernardo Vital,DF(CB),N/A,December 29, 2000,Portugal,Zaragoza,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Francisco Pereira,MF,N/A,February 6, 2002,Portugal,Académica,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Finn Dicke,DF,N/A,September 14, 2004,Netherlands,Waasland-Beveren,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Manga Foe Ondoa,FW,N/A,December 12, 2005,France,Estoril,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mor Ndiaye,MF,N/A,November 22, 2000,Senegal,Kallithea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
João Mendes,DF,Left,April 13, 2000,Portugal,Vitória Guimarães,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0222,0.00,0.00
Nuno Santos,MF,Right,March 2, 1999,Portugal,Vitória Guimarães,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Toni Borevkovic,DF(CB),Right,June 18, 1997,Croatia,Vitória Guimarães,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kaio,FW,N/A,February 15, 2004,Brazil,Al-Hilal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Óscar Rivas,DF(CB),N/A,March 27, 2000,Spain,Vitória Guimarães,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
João Mendes,MF,Right,October 21, 1994,Portugal,Vitória Guimarães,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Manuel Manu,MF,N/A,June 12, 2001,Portugal,Benfica,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Alberto costa,DF,Right,September 29, 2003,Portugal,Juventus,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Telmo Arcanjo,MF,Left,June 21, 2001,Cape,Vitória Guimarães,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jorge Filipe Oliveira Fernandes,DF(CB),Right,April 2, 1997,Portugal,Al Fetah,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ricardo Mangas,DF-MF,Left,March 19, 1998,Portugal,Spartak Moscow,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jesús Ramírez,FW,N/A,May 4, 1998,Venezuela,Vitória Guimarães,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Zé Carlos,MF,N/A,October 30, 2001,Portugal,SC Farense,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Úmaro Embaló,MF,N/A,May 6, 2001,Portugal,Vitória Guimarães,0.00,0.00,0.00,2422,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2918,0.00,0.00,0.00,0.00,0.00
José Bica,FW,Right,June 16, 2003,Portugal,Leixões,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Beni,MF,N/A,May 21, 2002,Angola,Vitória Guimarães,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hevertton Santos,MF,N/A,February 1, 2001,Brazil,Vitória Guimarães,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6431,0.00,0.00,0.00,0.00,0.00
Filipe Relvas,DF,N/A,September 20, 1999,Portugal,Vitória Guimarães,0.00,0.00,0.00,2423,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Godfried Frimpong,DF,N/A,July 21, 1999,Netherlands,Moreirense,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0252,0.00,0.00
Ismael,MF,Right,March 25, 1999,Portugal,Moreirense,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0252,0.00,0.00
Alan,MF,N/A,March 8, 2000,Brazil,Moreirense,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Maracás,DF(CB),Right,April 27, 1994,Brazil,Moreirense,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Madson,MF,N/A,August 26, 1999,Brazil,FC Juárez,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Dinis Pinto,DF,N/A,August 24, 2000,Portugal,Moreirense,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0222,0.00,0.00
